source,target
salvation,मोक्ष
dover,डोवर
adrian,एड्रियन
predictions,भविष्यवाणियों
accompanying,साथ में
vatican,वेटिकन
brutal,क्रूर
learners,शिक्षार्थियों
gd,गोलों का अंतर
selective,चयनात्मक
arbitration,पंचाट
configuring,विन्यस्त
token,टोकन
editorials,संपादकीय
zinc,जस्ता
sacrifice,त्याग
seekers,चाहने वालों
guru,गुरु
isa,एक है
removable,हटाने योग्य
convergence,अभिसरण
yields,पैदावार
gibraltar,जिब्राल्टर
levy,उगाही
suited,अनुकूल
numeric,संख्यात्मक
anthropology,मनुष्य जाति का विज्ञान
skating,स्केटिंग
kinda,किंडा
aberdeen,एबरडीन
emperor,सम्राट
grad,ग्रैड
malpractice,कदाचार
dylan,Dylan
bras,ब्रा
belts,बेल्ट
blacks,अश्वेतों
educated,शिक्षित
rebates,छूट
reporters,संवाददाताओं से
burke,मना करना
proudly,गर्व से
pix,पिक्स
necessity,ज़रूरत
rendering,प्रतिपादन
mic,माइक
inserted,डाला
pulling,खींचना
basename,बेसनाम
kyle,केली
obesity,मोटापा
curves,घटता
suburban,उपनगरीय
touring,पर्यटन
clara,क्लारा
vertex,शिखर
bw,BW
hepatitis,हेपेटाइटिस
nationally,राष्ट्रीय स्तर पर
tomato,टमाटर
andorra,एंडोरा
waterproof,जलरोधक
expired,समय सीमा समाप्त
mj,MJ
travels,यात्रा
flush,लालिमा
waiver,त्याग
pale,पीला
specialties,विशेषता
hayes,हेस
humanitarian,मानवीय
invitations,आमंत्रण
functioning,कामकाज
delight,आनंद
survivor,उत्तरजीवी
garcia,गार्सिया
cingular,सिंगुलर
economies,अर्थव्यवस्थाओं
alexandria,सिकंदरिया
bacterial,बैक्टीरियल
moses,मूसा
counted,गिना हुआ
undertake,आरंभ करना
declare,घोषित
continuously,लगातार
johns,जॉन्स
valves,वाल्व
gaps,अंतराल
impaired,बिगड़ा
achievements,उपलब्धियों
donors,दाताओं
tear,आँसू
jewel,गहना
teddy,टेडी
lf,वामो
convertible,परिवर्तनीय
ata,एटीए
teaches,यह सिखाती है
ventures,उपक्रम
nil,शून्य
bufing,bufing
stranger,अजनबी
tragedy,शोकपूर्ण घटना
julian,जूलियन
nest,घोंसला
pam,पाम
dryer,ड्रायर
painful,दर्दनाक
velvet,मख़मली
tribunal,न्यायाधिकरण
ruled,शासन
nato,नाटो
pensions,पेंशन
prayers,प्रार्थना
funky,कायरता
secretariat,सचिवालय
nowhere,कहीं भी नहीं
cop,पुलिस
paragraphs,पैराग्राफ
gale,आंधी
joins,मिलती है
adolescent,किशोर
nominations,नामांकन
wesley,वेस्ले
dim,धुंधला
lately,हाल ही में
cancelled,रद्द
scary,भयानक
mattress,MATTRESS
mpegs,mpegs
brunei,ब्रुनेई
likewise,वैसे ही
banana,केला
introductory,परिचयात्मक
slovak,slovak
cakes,केक
stan,स्टेन
reservoir,जलाशय
occurrence,घटना
idol,प्रतिमा
bloody,रक्तरंजित
mixer,मिक्सर
remind,ध्यान दिलाना
wc,स्वागत
worcester,वॉर्सेस्टर
sbjct,sbjct
demographic,जनसांख्यिकीय
charming,आकर्षक
mai,mai
tooth,दांत
disciplinary,अनुशासनात्मक
annoying,कष्टप्रद
respected,आदरणीय
stays,रिहाइश
disclose,खुलासा
affair,चक्कर
drove,गल्ला
washer,वॉशर
upset,परेशान
restrict,रोकना
springer,कोंपल
beside,के बगल में
mines,खानों
portraits,चित्र
rebound,प्रतिक्षेप
logan,लोगान
mentor,गुरु
interpreted,व्याख्या की
evaluations,मूल्यांकन
fought,लड़ी
baghdad,बगदाद
elimination,निकाल देना
metres,मीटर की दूरी पर
hypothetical,काल्पनिक
immigrants,आप्रवासियों
complimentary,मानार्थ
helicopter,हेलीकॉप्टर
pencil,पेंसिल
freeze,फ्रीज
hk,एच
performer,अभिनेता
abu,अबू
titled,शीर्षक
commissions,आयोगों
sphere,क्षेत्र
powerseller,powerseller
moss,काई
ratios,अनुपात
concord,सामंजस्य
graduated,स्नातक की उपाधि प्राप्त
endorsed,समर्थन किया
ty,स्व-परीक्षा
surprising,चौंका देने वाला
walnut,अखरोट
lance,बरछा
ladder,सीढ़ी
italia,इटली
unnecessary,बेकार
dramatically,नाटकीय रूप से
liberia,लाइबेरिया
sherman,शर्मन
cork,कॉर्क
maximize,अधिकतम
cj,CJ
hansen,हैनसेन
senators,सीनेटरों
workout,व्यायाम
mali,माली
yugoslavia,यूगोस्लाविया
bleeding,खून बह रहा है
characterization,निस्र्पण
colon,पेट
likelihood,संभावना
lanes,गलियों
purse,पर्स
fundamentals,बुनियादी बातों
contamination,प्रदूषण
mtv,एमटीवी
endangered,खतरे में
compromise,समझौता
masturbation,हस्तमैथुन
optimize,अनुकूलन
stating,बताते हुए
dome,गुंबद
caroline,कैरोलीन
leu,लियू
expiration,समय सीमा समाप्ति
namespace,नाम स्थान
align,संरेखित
peripheral,परिधीय
bless,आशीर्वाद देना
engaging,मनोहन
negotiation,मोल भाव
crest,क्रेस्ट
opponents,विरोधियों
triumph,ट्राइंफ
nominated,नामित
confidentiality,गोपनीयता
